dataset_name,avg_MAE_15min,avg_RMSE_15min,avg_MAE_30min,avg_RMSE_30min,avg_MAE_60min,avg_RMSE_60min,avg_MAE_90min,avg_RMSE_90min
14_HUPA-UCM,11.173271312713624,14.863863563537597,17.91006965637207,23.987523498535158,29.5601806640625,38.63804969787598,37.979523468017575,48.49874519348145
17_T1DM-UOM,12.13657491347369,16.561397047603833,19.039109342238483,25.945939456715305,28.94671642079073,38.280263900756836,34.80524556777056,45.10890096776626
18_Bris-T1D Open,9.504490661621094,14.442214679718017,14.927755618095398,22.6930025100708,23.19957106113434,34.33175830841064,28.26577730178833,41.03011589050293
19_AZT1D,11.34212968826294,15.403662147521972,17.263817710876467,23.36207794189453,26.280351638793945,34.533596725463866,31.554624710083008,40.98262489318848
2_D1NAMO,14.25718000956944,18.16608340399606,24.10585825783866,29.11727019718715,38.0673634665353,45.05133097512381,49.04564462389265,56.543281010219026
BIG_IDEA_LAB,7.75464603304863,11.369163513183594,11.246401131153107,16.688330352306366,14.327499747276306,21.006025195121765,15.68064171075821,21.97346991300583
CGMacros,8.630511834886338,12.373543145921495,12.407320298088921,18.03089410993788,15.773886309729683,22.747448772854277,18.150316556294758,25.17628417544895
ShanghaiT1DM,9.275656819343567,11.757175167401632,15.235501050949097,19.34239673614502,25.05796472231547,31.803608735402424,33.22981675465902,41.63452164332072
ShanghaiT2DM,6.943329830362339,9.386716428429189,11.157847553792626,15.549766058873649,17.700365774559252,24.387912499784218,22.279005469697893,29.824128998650444
UCHTT1DM,9.158476074536642,13.054388973448011,12.992641713884142,17.934245030085247,17.22275450494554,22.521058109071518,20.141194317075943,25.18946549627516
